0.00024680	-0.00033517	-0.00027392	0.00022182	-0.00017984	0.00033164
0.00017878	-0.00001572	-0.00022036	-0.00012637	-0.00020380	-0.00010523
0.00027013	0.00010673	-0.00020540	-0.00036412	-0.00010313	-0.00020870
0.00030014	0.00026757	0.00004534	-0.00050819	0.00019900	-0.00011407
0.00023346	0.00043986	0.00045588	-0.00039482	0.00031436	0.00015306
0.00005333	0.00057914	0.00078067	0.00004754	0.00003674	0.00030600
-0.00022801	0.00063136	0.00072388	0.00068751	-0.00033344	0.00009776
-0.00056476	0.00054677	0.00014238	0.00118627	-0.00030886	-0.00030568
-0.00088158	0.00029678	-0.00078922	0.00115019	0.00014956	-0.00042366
-0.00108699	-0.00011083	-0.00158481	0.00038775	0.00050449	-0.00003865
-0.00109463	-0.00062334	-0.00167508	-0.00088102	0.00027660	0.00044727
-0.00084787	-0.00114547	-0.00076551	-0.00203037	-0.00031091	0.00043128
-0.00034165	-0.00155440	0.00088540	-0.00231382	-0.00054646	-0.00012563
0.00036507	-0.00172599	0.00247848	-0.00131389	-0.00011167	-0.00057780
0.00115140	-0.00156676	0.00304285	0.00070298	0.00048180	-0.00036501
0.00185342	-0.00104415	0.00200395	0.00278583	0.00051156	0.00026655
0.00229740	-0.00020612	-0.00037418	0.00373500	-0.00004204	0.00055436
0.00234114	0.00081686	-0.00298176	0.00278496	-0.00048278	0.00018304
0.00191346	0.00183067	-0.00437803	0.00014713	-0.00031071	-0.00033984
0.00104140	0.00261559	-0.00359542	-0.00295413	0.00016370	-0.00039049
-0.00014361	0.00297589	-0.00077934	-0.00485555	0.00031866	-0.00003516
-0.00142505	0.00278953	0.00275368	-0.00437198	0.00009111	0.00017406
-0.00254379	0.00204509	0.00514830	-0.00153824	-0.00004218	0.00006177
-0.00325548	0.00085480	0.00502631	0.00229504	0.00009440	0.00002544
-0.00338941	-0.00056208	0.00231017	0.00513217	0.00006254	0.00025528
-0.00289383	-0.00192380	-0.00165591	0.00542861	-0.00038185	0.00025546
-0.00185479	-0.00294963	-0.00480617	0.00298413	-0.00060707	-0.00037478
-0.00048172	-0.00342699	-0.00549936	-0.00091157	0.00011223	-0.00096628
0.00093896	-0.00326500	-0.00344350	-0.00419600	0.00120639	-0.00038394
0.00211208	-0.00251933	0.00015820	-0.00520455	0.00106738	0.00116806
0.00280664	-0.00137996	0.00333462	-0.00359622	-0.00076028	0.00175901
0.00291443	-0.00012335	0.00450406	-0.00047720	-0.00229057	0.00003117
0.00247730	0.00096011	0.00335051	0.00233849	-0.00114413	-0.00243772
0.00167423	0.00164418	0.00088794	0.00345037	0.00202074	-0.00237573
0.00076962	0.00182907	-0.00129520	0.00265805	0.00341968	0.00097499
0.00003546	0.00156908	-0.00209025	0.00092621	0.00058456	0.00397277
-0.00033152	0.00105571	-0.00151504	-0.00040746	-0.00378084	0.00243357
-0.00027352	0.00055838	-0.00053638	-0.00060892	-0.00418341	-0.00270943
0.00010400	0.00033760	-0.00022536	-0.00001946	0.00082253	-0.00543768
0.00055769	0.00055464	-0.00087208	0.00030755	0.00577837	-0.00164646
0.00077815	0.00120481	-0.00172201	-0.00046460	0.00420273	0.00497250
0.00049073	0.00209694	-0.00155863	-0.00215519	-0.00301969	0.00634808
-0.00044234	0.00289038	0.00026371	-0.00352698	-0.00752335	-0.00013476
-0.00194961	0.00318473	0.00309944	-0.00311560	-0.00316410	-0.00736450
-0.00373312	0.00264122	0.00520162	-0.00039250	0.00572197	-0.00628275
-0.00531808	0.00110376	0.00480479	0.00357751	0.00850069	0.00275122
-0.00616363	-0.00131616	0.00142514	0.00654682	0.00103907	0.00929933
-0.00581036	-0.00422019	-0.00353315	0.00641799	-0.00837057	0.00498746
-0.00402700	-0.00698334	-0.00738648	0.00268257	-0.00826982	-0.00576238
-0.00091466	-0.00888679	-0.00772552	-0.00301148	0.00189586	-0.01020825
0.00306500	-0.00929488	-0.00397101	-0.00764062	0.01031511	-0.00254877
0.00715465	-0.00783401	0.00209653	-0.00854371	0.00668780	0.00849109
0.01045233	-0.00452494	0.00725470	-0.00505991	-0.00503325	0.00970776
0.01211773	0.00017166	0.00870224	0.00098888	-0.01097287	-0.00058138
0.01158471	0.00541652	0.00572465	0.00632752	-0.00399005	-0.01022001
0.00872669	0.01015404	0.00010584	0.00815836	0.00759881	-0.00778362
0.00392754	0.01334352	-0.00498463	0.00578873	0.01006511	0.00365389
-0.00196744	0.01420450	-0.00692313	0.00093397	0.00080738	0.01042201
-0.00781548	0.01241652	-0.00514637	-0.00347094	-0.00886388	0.00486914
-0.01242350	0.00822035	-0.00129966	-0.00514689	-0.00775720	-0.00581201
-0.01481917	0.00238837	0.00202007	-0.00379820	0.00198094	-0.00896124
-0.01448209	-0.00393209	0.00303280	-0.00104913	0.00840214	-0.00176259
-0.01147343	-0.00947229	0.00184754	0.00089268	0.00467882	0.00638124
-0.00643126	-0.01313025	0.00013807	0.00086421	-0.00350587	0.00622748
-0.00042619	-0.01422399	-0.00028476	-0.00049286	-0.00628895	-0.00055551
0.00528811	-0.01264644	0.00106279	-0.00136360	-0.00179318	-0.00509376
0.00956890	-0.00888103	0.00292384	-0.00029631	0.00319213	-0.00304768
0.01164993	-0.00387280	0.00326352	0.00250643	0.00313443	0.00126784
0.01131079	0.00121272	0.00092078	0.00513824	0.00009905	0.00228021
0.00890663	0.00528135	-0.00327469	0.00529107	-0.00101584	0.00050999
0.00525125	0.00757725	-0.00680863	0.00201880	0.00003088	0.00002583
0.00138473	0.00785547	-0.00709990	-0.00332089	-0.00031506	0.00121602
-0.00171143	0.00641502	-0.00334963	-0.00770836	-0.00244029	0.00043290
-0.00337511	0.00398485	0.00269489	-0.00835151	-0.00208732	-0.00305840
-0.00342938	0.00149497	0.00768026	-0.00457231	0.00256406	-0.00420854
-0.00220801	-0.00020314	0.00873609	0.00162614	0.00608444	0.00074622
-0.00043403	-0.00058852	0.00532568	0.00676285	0.00217899	0.00697006
0.00101420	0.00037676	-0.00041487	0.00808431	-0.00628668	0.00561187
0.00138313	0.00223869	-0.00510574	0.00528471	-0.00867500	-0.00383939
0.00028925	0.00419060	-0.00635019	0.00056291	-0.00008845	-0.01047179
-0.00214243	0.00532239	-0.00421681	-0.00301245	0.01032117	-0.00477463
-0.00529036	0.00490956	-0.00094871	-0.00366156	0.00921559	0.00795742
-0.00819971	0.00265794	0.00086650	-0.00202351	-0.00363633	0.01233354
-0.00985454	-0.00116921	0.00030814	-0.00043685	-0.01328526	0.00185141
-0.00948311	-0.00578405	-0.00120392	-0.00090507	-0.00739214	-0.01168678
-0.00680884	-0.01006382	-0.00113368	-0.00329184	0.00774070	-0.01176809
-0.00217123	-0.01284975	0.00191467	-0.00519317	0.01401879	0.00221909
0.00352414	-0.01327327	0.00663472	-0.00373723	0.00375072	0.01361841
0.00901990	-0.01101715	0.00949225	0.00191408	-0.01066226	0.00887051
0.01303168	-0.00643378	0.00714177	0.00926279	-0.01208772	-0.00586230
0.01459491	-0.00048041	-0.00081232	0.01357795	0.00033285	-0.01279055
0.01333627	0.00551735	-0.01077116	0.01094014	0.01102513	-0.00464161
0.00958892	0.01021372	-0.01685931	0.00125642	0.00802644	0.00743094
0.00431292	0.01260705	-0.01456033	-0.01094950	-0.00306179	0.00920264
-0.00116375	0.01231662	-0.00394752	-0.01882963	-0.00821677	0.00085565
-0.00551543	0.00968909	0.00978095	-0.01735962	-0.00334608	-0.00571505
-0.00779744	0.00569713	0.01910182	-0.00670326	0.00276442	-0.00390179
-0.00772261	0.00165157	0.01870219	0.00753452	0.00271007	0.00052881
-0.00574994	-0.00119603	0.00884978	0.01754583	0.00012885	0.00053812
-0.00294991	-0.00204793	-0.00469295	0.01808674	0.00144985	-0.00112223
-0.00067460	-0.00083333	-0.01428175	0.00967657	0.00387358	0.00205012
-0.00012008	0.00172941	-0.01521438	-0.00193250	-0.00043379	0.00707338
-0.00190535	0.00431496	-0.00854677	-0.00970929	-0.00927340	0.00353700
-0.00579699	0.00538188	0.00002882	-0.01005182	-0.00914926	-0.00907225
-0.01067482	0.00367197	0.00448341	-0.00498162	0.00555962	-0.01495006
-0.01477170	-0.00132146	0.00289540	-0.00023651	0.01906231	-0.00131795
-0.01614383	-0.00905867	-0.00121379	-0.00056885	0.01059884	0.01966143
-0.01325740	-0.01793731	-0.00179176	-0.00567205	-0.01551924	0.02036938
-0.00553435	-0.02559006	0.00453307	-0.00992327	-0.02817716	-0.00647424
0.00630342	-0.02944613	0.01479258	-0.00653483	-0.00638547	-0.03157921
0.02021056	-0.02742869	0.02066791	0.00656998	0.02880435	-0.02076492
0.03315794	-0.01861064	0.01409875	0.02349079	0.03362880	0.01929721
0.04178289	-0.00364655	-0.00599062	0.03268989	-0.00400451	0.04177570
0.04320998	0.01515818	-0.03072161	0.02424086	-0.04265460	0.01459091
0.03584475	0.03419627	-0.04496656	-0.00239947	-0.03295728	-0.03503017
0.01993330	0.04927627	-0.03635117	-0.03556391	0.01940976	-0.04713758
-0.00227547	0.05656149	-0.00425452	-0.05637183	0.05368986	-0.00185399
